Date,CNY=X,OMR=X,IRR=X,THB=X,SYP=X,MYR=X,YER=X,VND=X,ILS=X,JPY=X,LKR=X,IQD=X,PKR=X,KWD=X,KHR=X,UZS=X,SGD=X,INR=X,BDT=X,PHP=X,JOD=X,LAK=X,IDR=X,KRW=X,KZT=X,AED=X,BHD=X,LBP=X,TRY=X,TMT=X,SAR=X,MVR=X,QAR=X,MMK=X,NPR=X,BND=X,AFN=X
12/28/2006,7.8,0.38,8845.5,35.29,49.94,3.53,195.75,15401,4.21,118.89,103.53,1263.6,60.77,0.29,3859.1,712.35,1.54,44.28,66.82,48.84,0.7,9320.1,9035.9,917.01,151.94,3.67,0.36,1447.1,1.4,,3.75,12.65,3.49,6.16,66.93,1.51,
12/29/2006,7.8,0.38,8838.5,36.04,49.87,3.53,195.75,16035,4.22,118.98,103.13,1261.5,60.75,0.29,3892.9,712.35,1.54,44.04,66.71,48.92,0.7,9305,8980.7,916.94,151.45,3.67,0.36,1449.3,1.41,,3.75,12.65,3.48,6.15,66.87,1.51,
1/1/2007,7.81,0.38,8830.1,35.29,49.82,3.52,174.87,15390,4.21,118.88,103.04,1261.6,60.88,0.29,3889.4,712.35,1.53,44.22,66.66,48.95,0.7,9305.3,8965.7,917.23,151.34,3.67,0.36,1448.1,1.41,,3.75,,3.48,6.15,66.86,1.51,
1/2/2007,7.81,0.38,8849.2,35.54,49.92,3.53,174.87,15423,4.19,118.83,103.44,1263.6,60.8,0.29,3886.7,712.35,1.53,44.12,66.78,48.8,0.7,9319.7,8987.5,914.42,151.48,3.67,0.36,1446.3,1.4,,3.75,12.65,3.49,6.16,66.95,1.51,
1/3/2007,7.81,0.38,8889.4,35.54,50.15,3.51,195.75,15476,4.18,119.34,103.93,1268.7,60.81,0.29,3900.8,712.35,1.53,44.11,67.13,48.45,0.7,9337.1,8952.5,914.31,151.66,3.67,0.36,1457.6,1.4,,3.75,12.65,3.5,6.18,67.75,1.51,
1/4/2007,7.8,0.38,8852.1,35.74,49.98,3.52,195.75,15419,4.22,118.83,104.16,1264.3,60.77,0.29,3876.5,712.35,1.54,44.1,67.06,48.62,0.7,9324.4,9007.2,925.24,150.71,3.67,0.38,1448,1.41,,3.75,12.65,3.64,6.16,67.52,1.51,
1/5/2007,7.8,0.38,8907.2,35.72,50.25,3.52,195.75,15507,4.22,118.69,105.28,1272.4,60.95,0.29,3902.7,712.35,1.54,44.14,67.49,48.72,0.7,9385.4,9015.6,925.44,151.6,3.67,0.38,1510,1.44,,3.75,12.65,3.64,6.2,67.89,1.52,
1/8/2007,7.8,0.38,8835.1,35.59,49.84,3.51,174.87,15403,4.24,118.69,104.39,1262.6,60.91,0.29,3867.3,712.35,1.54,44.26,67.53,48.7,0.7,9312.4,9023.6,924.37,149.78,3.67,0.38,1511.1,1.44,,3.75,12.65,3.64,6.15,67.61,1.51,
1/9/2007,7.8,0.38,8866.5,35.89,50.02,3.51,195.7,15448,4.23,119.3,104.59,1260.5,60.9,0.29,3881.1,712.35,1.54,44.21,68.48,48.44,0.7,9328.6,9037.7,928.17,150.21,3.67,0.38,1511,1.44,,3.75,12.65,3.64,6.17,67.83,1.52,
1/10/2007,7.8,0.38,8883.2,35.99,50.12,3.51,195.75,15451,4.24,119.51,104.68,1261,60.88,0.29,3888.7,712.35,1.54,44.38,68.31,48.44,0.7,9362.3,9051.2,930.16,150.55,3.67,0.36,1456.9,1.44,,3.75,12.65,3.5,6.18,67.96,1.52,
1/11/2007,7.78,0.38,8878.3,35.84,50.08,3.52,174.87,15446,4.24,120.3,104.75,1260.9,60.88,0.29,3886.2,712.35,1.54,44.42,68.22,48.8,0.7,9361.5,9109.2,930.31,150.83,3.67,0.38,1511,1.43,,3.75,,3.64,6.18,67.92,1.53,
1/12/2007,7.79,0.38,8828.1,35.81,49.8,3.51,195.75,15468,4.2,120.3,104.01,1261.9,61.02,0.29,3864.2,712.35,1.54,44.26,67.64,48.88,0.7,9369.2,9106.4,927.66,149.71,3.67,0.36,1443.1,1.42,,3.75,12.66,3.48,6.18,67.54,1.52,
1/15/2007,7.78,0.38,8842.7,35.81,49.88,3.5,174.87,15387,4.22,120.42,104.16,1252.4,60.3,0.29,3863.9,712.35,1.54,44.13,67.73,48.8,0.7,9331.1,9099.7,926.67,149.74,3.67,0.36,1449.6,1.42,,3.75,,3.49,6.15,67.63,1.52,
1/16/2007,7.78,0.38,8882.8,35.8,50.11,3.5,195.75,15469,4.22,120.79,105.07,1258.2,60.99,0.29,3881.9,712.35,1.54,44.13,68.34,48.6,0.7,9374.9,9068.4,925.49,150.37,3.67,0.38,1511,1.43,,3.75,,3.64,6.18,67.95,1.52,
1/17/2007,7.76,0.38,8822.4,35.75,49.77,3.5,174.87,15469,4.22,120.62,108.3,1257.7,60.4,0.29,3860.8,712.35,1.54,44.03,67.74,48.6,0.7,9370.6,9104.6,925.15,149.36,3.67,0.36,1447.5,1.42,,3.75,12.65,3.48,6.17,67.54,1.51,
1/18/2007,7.76,0.38,8826.4,35,49.79,3.49,195.75,15376,4.22,121.26,104.3,1242.8,60.25,0.29,3873.7,712.35,1.54,44.08,67.48,48.6,0.7,9316.5,9081.1,923.89,149.19,3.67,0.36,1447.3,1.42,,3.75,12.66,3.48,6.14,67.53,1.51,
1/19/2007,7.77,0.38,8838.7,35.13,49.86,3.5,195.7,15406,4.21,121.21,104.49,1243,60.82,0.29,3877.3,712.35,1.54,44.08,67.61,48.76,0.7,9335.9,9073.7,926.73,149.53,3.67,0.36,1445.9,1.41,,3.75,12.66,3.49,6.15,67.37,1.51,
1/22/2007,7.76,0.38,8841.2,35.08,49.91,3.5,195.75,15426,4.21,121.62,104.39,1241.8,60.78,0.29,3874.9,712.35,1.54,44.04,67.23,48.6,0.7,9338.2,9066.2,930.53,150.4,3.67,0.36,1450.7,1.4,,3.75,12.65,3.49,6.15,67.39,1.51,
1/23/2007,7.77,0.38,8848.4,35.02,49.92,3.5,195.75,15421,4.22,121.68,104.15,1235.9,60.8,0.29,3872.2,712.35,1.54,44.08,67.23,48.6,0.71,9348,9065.4,923.28,150.36,3.67,0.36,1450.9,1.41,,3.75,12.65,3.49,6.15,67.44,1.51,
1/24/2007,7.76,0.38,8874.5,35.14,50.07,3.5,195.75,15461,4.23,120.88,104.54,1237.2,60.75,0.29,3888.8,712.35,1.54,44.08,67.34,48.6,0.7,9351.7,9057.6,927.95,150.7,3.67,0.36,1450.7,1.41,,3.75,12.65,3.5,6.17,67.64,1.52,
1/25/2007,7.76,0.38,8887.8,34,50.14,3.51,195.75,15472,4.22,121.62,104.92,1239,60.75,0.29,3909.4,712.35,1.54,44.08,67.02,48.6,0.7,9365.8,9038.9,928.7,151.34,3.67,0.36,1510.3,1.42,,3.75,12.66,3.64,6.18,67.74,1.52,
1/26/2007,7.77,0.38,8840.5,32.97,49.87,3.49,195.75,15418,4.24,121.41,104.51,1235.2,60.65,0.29,3879.1,712.35,1.54,44.01,66.67,48.95,0.7,9332.6,9096.5,928.68,150.72,3.67,0.36,1449.7,1.42,,3.75,12.65,3.49,6.16,67.39,1.51,
1/29/2007,7.76,0.38,8828.2,34.04,49.81,3.5,195.75,15412,4.24,121.73,104.17,1234.7,60.62,0.29,3883.7,712.35,1.54,44.07,66.6,48.92,0.7,9329,9100,924.89,150.4,3.67,0.38,1511.3,1.42,,3.75,12.66,3.64,6.16,67.29,1.51,
1/30/2007,7.77,0.38,8841.1,33.99,49.87,3.5,195.75,15381,4.26,121.68,104.36,1228.7,60.6,0.29,3888.8,712.35,1.54,43.97,66.75,48.87,0.7,9289.7,9086.4,930.85,150.84,3.67,0.36,1449.6,1.41,,3.75,12.65,3.48,6.15,67.38,1.51,
1/31/2007,7.76,0.38,8781.3,34.65,49.54,3.49,174.87,15386,4.25,120.74,103.59,1229,60.4,0.29,3857.8,712.35,1.54,44.01,66.43,48.74,0.7,9281.3,9031.2,924.04,149.86,3.67,0.36,1435.4,1.4,,3.75,,3.46,6.15,67.03,1.5,
2/1/2007,7.75,0.38,8842.5,34.94,49.88,3.5,195.75,15380,4.24,120.8,104.29,1228.7,60.78,0.29,3884.4,712.35,1.53,43.94,66.66,48.59,0.7,9289.2,9071.6,926.29,150.61,3.67,0.36,1445.3,1.4,,3.75,12.66,3.49,6.15,67.5,1.51,
2/2/2007,7.75,0.38,8890.7,34.83,50.15,3.5,195.75,15468,4.24,121.13,104.87,1235,60.62,0.29,3900.8,712.35,1.54,43.94,67,48.6,0.7,9336.3,9057.2,931.34,150.67,3.67,0.36,1452.5,1.4,,3.75,12.65,3.5,6.18,67.86,1.52,
2/5/2007,7.75,0.38,8848.4,34.49,49.9,3.5,174.87,15360,4.25,120.19,108.56,1235.9,60.66,0.29,3885,712.35,1.53,43.97,66.71,48.58,0.7,9308.2,9047.3,925.15,150.17,3.67,0.38,1511,1.4,,3.75,12.66,3.64,6.18,67.55,1.51,
2/6/2007,7.75,0.38,8828.3,33.94,49.76,3.49,174.87,15356,4.24,120.05,104.13,1228.1,60.67,0.29,3871.8,712.35,1.53,44.05,66.53,48.45,0.7,9305.3,9039.1,916.77,149.74,3.67,0.36,1445.7,1.4,,3.75,12.66,3.48,6.15,66.88,1.51,
2/7/2007,7.74,0.38,8837,34.25,49.8,3.49,174.87,15314,4.23,120.58,104.16,1223.5,60.5,0.29,3874.1,712.35,1.53,44.01,66.59,48.25,0.7,9266.8,9011.7,918.91,149.88,3.67,0.36,1448.3,1.39,,3.75,,3.48,6.14,66.93,1.51,
2/8/2007,7.74,0.38,8826.6,33.99,49.74,3.49,195.75,15301,4.22,121.13,103.94,1223.5,60.75,0.29,3868.2,712.35,1.53,44.05,66.47,48.3,0.7,9265.4,9035.8,920.3,149.3,3.67,0.36,1440.7,1.4,,3.75,12.65,3.47,6.14,66.86,1.51,
2/9/2007,7.74,0.38,8855.1,33.31,49.9,3.49,195.75,15331,4.22,121.71,104.36,1226.3,60.73,0.29,3872,712.35,1.53,43.87,66.73,48.2,0.7,9291.9,9043.4,922.18,149.26,3.67,0.36,1450.7,1.39,,3.75,12.66,3.49,6.15,67.07,1.51,
2/12/2007,7.75,0.38,8851.3,33.44,49.87,3.49,174.87,15331,4.23,121.77,104.23,1225.3,60.15,0.29,3851.3,712.35,1.54,44.07,66.66,48.13,0.7,9285,9073.9,926.23,148.95,3.67,0.36,1449.4,1.41,,3.75,,3.48,6.15,67.03,1.51,
2/13/2007,7.75,0.38,8846.1,33.24,49.79,3.5,195.75,15313,4.23,121.27,104.15,1225.1,60.7,0.29,3844.5,712.35,1.54,43.96,66.56,48.23,0.7,9284.3,9067.2,927.4,148.37,3.67,0.38,1511,1.4,,3.75,12.66,3.64,6.15,67,1.52,
2/14/2007,7.75,0.38,8826.4,33.14,49.71,3.49,174.87,15297,4.22,120.31,108.1,1223.8,60.2,0.29,3847,712.35,1.54,43.87,66.45,48.27,0.7,9277.4,9077.1,927.08,148.04,3.67,0.36,1444.7,1.38,,3.75,12.65,3.47,6.14,66.85,1.51,
2/15/2007,7.75,0.38,8857.3,33.1,49.91,3.5,195.7,15329,4.21,119.39,104.48,1224.4,60.73,0.29,3861.5,712.35,1.53,44.01,66.72,48.19,0.7,9306.5,9038.6,922.6,148.61,3.67,0.36,1446.2,1.39,,3.75,12.66,3.49,6.15,67.08,1.51,
2/16/2007,7.74,0.38,8853,33.15,49.88,3.49,195.75,15335,4.2,119.41,104.41,1225,60.7,0.29,3861.5,712.35,1.53,43.81,66.43,47.84,0.7,9310.7,9040.7,924.93,149.05,3.67,0.36,1445.2,1.38,,3.75,12.65,3.48,6.15,67.05,1.51,
2/19/2007,7.74,0.38,8863.9,33.49,49.92,3.49,174.87,15332,4.18,119.69,104.51,1223.1,60.2,0.29,3863.8,712.35,1.53,43.99,66.74,47.83,0.7,9313.1,9030.4,924.49,149.18,3.67,0.36,1451,1.37,,3.75,,3.49,6.15,67.14,1.51,
2/20/2007,7.74,0.38,8862.8,33.54,49.94,3.49,195.75,15336,4.18,120.01,104.56,1223.2,60.7,0.29,3864.3,712.35,1.53,44.12,66.75,47.83,0.7,9302.5,9052.5,896.01,149.34,3.67,0.38,1511,1.38,,3.75,,3.64,6.15,67.13,1.51,
2/21/2007,7.74,0.38,8865.4,33.69,49.96,3.49,195.75,15344,4.18,120.94,104.51,1222.3,60.65,0.29,3857.4,712.35,1.53,44.08,66.46,47.95,0.7,9301.6,9058.4,927.69,149.23,3.67,0.38,1510.8,1.38,,3.75,12.66,3.64,6.15,67.15,1.51,
2/22/2007,7.74,0.38,8829,33.64,49.79,3.5,195.75,15298,4.18,121.49,104.29,1216.6,60.64,0.29,3853,712.35,1.53,44.17,66.56,48.19,0.7,9280.7,9071.5,894.66,148.31,3.67,0.38,1511,1.38,,3.75,12.66,3.64,6.14,67.21,1.51,
2/23/2007,7.74,0.38,8824.4,33.5,49.73,3.49,195.75,15302,4.18,121.09,104.11,1217.1,60.64,0.29,3842.5,712.35,1.53,44.01,66.45,47.92,0.7,9283.9,9075.4,927.28,147.67,3.67,0.36,1440.3,1.38,,3.75,12.65,3.47,6.14,67.19,1.5,
2/26/2007,7.74,0.38,8839.2,33.79,49.81,3.48,174.87,15305,4.2,120.64,104.35,1218,60.64,0.29,3853.4,712.35,1.53,44.1,66.57,47.95,0.7,9281.7,9043,925,148.05,3.67,0.36,1447.5,1.38,,3.75,12.8,3.48,6.14,67.3,1.5,
2/27/2007,7.73,0.38,8843,34.04,49.87,3.5,195.75,15325,4.2,118.09,104.39,1219.4,60.65,0.29,3860.1,712.35,1.53,44.11,66.66,48.06,0.7,9288.2,9092.6,927.55,148.28,3.67,0.36,1449.4,1.4,,3.75,12.66,3.48,6.15,67.32,1.5,
2/28/2007,7.73,0.38,8837.2,34,49.79,3.5,195.75,15340,4.21,118.73,104.38,1220.6,60.85,0.29,3854.1,712.35,1.53,44.02,66.6,48.06,0.7,9290.3,9124.2,928.6,149.08,3.67,0.36,1511,1.41,,3.75,12.65,3.64,6.15,67.31,1.5,
3/1/2007,7.73,0.38,8891.4,33.6,50.11,3.51,174.87,15415,4.21,117.72,105.27,1223.6,60.84,0.29,3880.1,712.35,1.53,44.2,67,48.47,0.7,9320.3,9142.3,903.6,149.92,3.67,0.36,1456.7,1.42,,3.75,12.65,3.5,6.18,67.71,1.51,
3/2/2007,7.73,0.38,8899.5,33.69,50.15,3.51,195.75,15424,4.21,117.19,105.34,1224.3,60.85,0.29,3882.2,712.35,1.53,44.03,67.04,48.31,0.7,9326.3,9173.4,903.97,150,3.67,0.36,1457.6,1.43,,3.75,12.66,3.5,6.18,67.76,1.5,
3/5/2007,7.74,0.38,8860.6,33,49.96,3.52,174.87,15360,4.23,115.59,108.79,1219.6,60.67,0.29,3866.3,712.35,1.53,44.51,66.78,48.75,0.7,9285.1,9262.5,909.89,150.17,3.67,0.38,1452.1,1.44,,3.75,12.66,3.64,6.16,67.46,1.51,
3/6/2007,7.73,0.38,8854.8,32.5,49.88,3.5,195.75,15347,4.22,116.78,104.69,1218.4,60.69,0.29,3859.8,712.35,1.53,44.11,66.67,48.53,0.7,9275.5,9203.7,933.54,149.01,3.67,0.36,1445.4,1.43,,3.75,12.66,3.64,6.15,67.4,1.5,
3/7/2007,7.73,0.38,8819.4,32.54,49.71,3.5,195.75,15351,4.22,115.69,104.39,1216.5,60.5,0.29,3836.1,712.35,1.53,44.44,66.45,48.57,0.7,9274.3,9170.9,933.64,147.93,3.67,0.36,1440.4,1.42,,3.75,12.66,3.64,6.15,67.17,1.5,
3/8/2007,7.73,0.38,8868,32.78,49.98,3.5,195.75,15377,4.2,117.15,105.04,1218,60.63,0.29,3856.8,712.35,1.53,44.11,66.8,48.33,0.7,9283.8,9156.3,934.63,148.6,3.67,0.38,1511.2,1.41,,3.75,12.65,3.64,6.16,67.52,1.51,
3/9/2007,7.73,0.38,8885.2,32.4,50.07,3.5,195.75,15401,4.19,118.32,105.2,1220.4,60.88,0.29,3864,712.35,1.53,44.01,66.93,48.41,0.7,9302.1,9161.3,934.73,148.83,3.67,0.36,1450.9,1.4,,3.75,12.66,3.5,6.17,67.65,1.51,
3/12/2007,7.74,0.38,8860.5,32.8,49.89,3.5,195.75,15402,4.2,117.57,105.05,1220.4,60.67,0.29,3851.7,712.35,1.53,44.05,66.49,48.15,0.7,9301.7,9167.8,932.02,148.21,3.67,0.36,1449.3,1.4,,3.75,12.65,3.48,6.17,67.45,1.5,
3/13/2007,7.74,0.38,8846.1,32.97,49.9,3.51,195.75,15360,4.2,116.02,105.28,1217.1,60.67,0.29,3852.8,712.35,1.53,44.01,66.69,48.17,0.7,9274.8,9209.1,932.29,148.06,3.67,0.36,1448.8,1.41,,3.75,12.66,3.49,6.15,67.35,1.51,
3/14/2007,7.73,0.38,8834.5,32.9,49.78,3.51,195.75,15361,4.21,117.26,105.08,1216.7,60.62,0.29,3843,712.35,1.53,44.23,66.51,48.2,0.7,9251.3,9219.7,935.76,148.34,3.67,0.36,1448.3,1.42,,3.75,12.65,3.48,6.14,67.25,1.51,
3/15/2007,7.73,0.38,8845.3,32.59,49.85,3.5,195.75,16016,4.21,117.15,109.36,1214,60.6,0.29,3847.8,712.35,1.53,44.15,66.58,48.2,0.7,9247.4,9183,929,148.47,3.67,0.38,1511,1.39,,3.75,12.66,3.64,6.15,67.55,1.5,
3/16/2007,7.73,0.38,8872.5,32.79,49.99,3.51,174.87,15387,4.2,116.74,109.6,1217.5,60.71,0.29,3859.4,712.35,1.52,43.89,66.77,48.49,0.7,9271.7,9210.4,933.65,148.87,3.67,0.38,1448.6,1.4,,3.75,12.66,3.64,6.16,67.74,1.5,
3/19/2007,7.73,0.38,8853.8,32.7,49.87,3.5,195.75,15379,4.21,117.61,109.74,1216,60.3,0.29,3830.5,712.35,1.53,44.02,66.52,48.2,0.7,9265.5,9185.2,931.93,148.16,3.67,0.38,1450,1.39,,3.75,12.65,3.64,6.16,67.6,1.5,
3/20/2007,7.73,0.38,8857.6,32.5,49.92,3.49,195.75,15373,4.2,117.25,109.35,1215.7,60.3,0.29,3831.8,712.35,1.53,43.45,66.55,48.33,0.7,9263.1,9151,927.27,148.59,3.67,0.36,1449.6,1.39,,3.75,12.66,3.48,6.15,67.64,1.5,
3/21/2007,7.73,0.38,8816.1,31.9,49.68,3.45,195.75,15352,4.18,117.41,109.35,1214.6,60.65,0.29,3813.4,712.35,1.52,43.44,66.3,48.15,0.71,9249.2,9057.3,920.48,148.03,3.67,0.36,1443.8,1.38,,3.75,12.66,3.47,6.15,67.33,1.49,
3/22/2007,7.72,0.38,8857.2,31.7,49.92,3.47,195.7,15365,4.18,118.09,105.45,1215.6,60.66,0.29,3831.6,712.35,1.52,43.43,66.61,47.88,0.7,9256.1,9098.4,929.31,148.59,3.67,0.36,1450.6,1.38,,3.75,12.67,3.49,6.15,67.62,1.5,
3/23/2007,7.72,0.38,8878.8,32.07,50.04,3.45,174.87,15402,4.19,118.05,105.72,1218.6,60.61,0.29,3841,712.35,1.52,43.31,66.78,47.92,0.7,9279.8,9105.6,927.41,148.89,3.67,0.36,1454.3,1.38,,3.75,12.68,3.5,6.17,67.81,1.5,
3/26/2007,7.73,0.38,8826.9,32.2,49.72,3.45,195.75,15371,4.2,118.12,104.34,1215.4,60.65,0.29,3818.9,712.35,1.52,43.15,66.31,47.97,0.7,9259.1,9090.6,926.83,147.53,3.67,0.36,1440.6,1.38,,3.75,12.69,3.47,6.15,67.37,1.49,
3/27/2007,7.72,0.38,8859.3,31.84,49.9,3.45,195.75,15362,4.18,117.75,104.31,1214.4,60.64,0.29,3830.9,712.35,1.52,43.05,66.56,47.92,0.7,9253.1,9099.4,927,148.25,3.67,0.38,1511,1.38,,3.75,12.67,3.64,6.15,67.63,1.49,
3/28/2007,7.72,0.38,8885.9,31.8,50.06,3.46,195.75,15414,4.18,116.87,105.03,1217.9,60.8,0.29,3855,712.35,1.52,43.09,66.69,47.97,0.7,9270.9,9142.1,930.4,148.85,3.67,0.36,1450.1,1.39,,3.75,12.67,3.5,6.17,66.13,1.5,
3/29/2007,7.72,0.38,8877.4,32.1,50.03,3.45,174.87,15408,4.16,117.98,105.36,1214.2,60.86,0.29,3852.9,712.35,1.52,43.58,66.66,47.93,0.7,9276.9,9116.5,928.52,148.58,3.67,0.36,1449.3,1.38,,3.75,12.67,3.49,6.17,66.06,1.5,
3/30/2007,7.72,0.38,8828.5,32.28,49.73,3.46,174.87,15419,4.15,117.81,104,1215.1,60.88,0.29,3829,712.35,1.52,43.04,66.24,48.03,0.7,9283.5,9081,932.36,147.98,3.67,0.36,1440.2,1.38,,3.75,12.67,3.47,6.17,66.19,1.49,
4/2/2007,7.72,0.38,8861.7,32.3,49.91,3.46,195.75,15386,4.15,117.76,104.43,1211.9,60.7,0.29,3830.2,712.35,1.52,43.17,66.48,48.02,0.7,9264.2,9114.7,925.61,148.03,3.67,0.36,1511,1.38,,3.75,,3.64,6.16,66.41,1.49,
4/3/2007,7.72,0.38,8890.8,32.3,50.08,3.47,195.75,15425,4.15,118.87,104.45,1214.1,60.62,0.29,3846.4,712.35,1.52,43.01,66.71,48,0.7,9288.1,9108.3,928.99,148.63,3.67,0.36,1451.1,1.36,,3.75,12.68,3.5,6.17,66.66,1.5,
4/4/2007,7.72,0.38,8855.5,32.3,49.88,3.45,195.75,15418,4.13,118.77,104.15,1213.7,60.2,0.29,3827.7,712.35,1.51,42.81,66.44,47.85,0.7,9285,9112,922.71,148.02,3.67,0.36,1445.1,1.36,,3.75,12.67,3.48,6.17,66.39,1.49,
4/5/2007,7.72,0.38,8829.4,32.3,49.72,3.45,174.87,15367,4.12,118.69,103.73,1208.8,60.68,0.29,3818.8,712.35,1.51,42.7,66.27,47.92,0.7,9247.7,9084.1,921.52,147.66,3.67,0.36,1445.3,1.36,,3.75,,3.47,6.15,66.21,1.49,
4/6/2007,7.72,0.38,8846.6,32.5,49.84,3.46,174.87,15351,4.12,119.07,103.97,1208.7,60.74,0.29,3827.5,712.35,1.51,42.69,66.41,47.92,0.7,9236,9104.5,923.58,147.92,3.67,0.36,1448.4,1.36,,3.71,,3.48,6.14,66.34,1.49,
4/9/2007,7.72,0.38,8874.1,32.34,49.99,3.47,195.75,16035,4.11,119.22,104.29,1212.5,60.68,0.29,3839.7,712.35,1.51,42.87,66.61,47.92,0.7,9264.7,9090.6,926.73,148.28,3.67,0.36,1452.9,1.36,,3.75,12.68,3.49,6.16,66.54,1.49,
4/10/2007,7.72,0.38,8864.4,32.66,49.92,3.45,174.87,15381,4.12,119.12,104.45,1210.7,60.74,0.29,3833.5,712.35,1.52,42.59,66.48,47.68,0.7,9247,9107.5,922.29,147.49,3.67,0.36,1446.2,1.36,,3.75,,3.49,6.15,67.61,1.5,
4/11/2007,7.72,0.38,8862.9,32.3,49.92,3.45,174.87,15393,4.1,119.29,104.97,1211.5,60.8,0.29,3836.3,712.35,1.52,42.61,66.5,47.75,0.7,9252.9,9101.1,921.04,147.02,3.67,0.36,1451.2,1.37,,3.75,,3.49,6.16,64.95,1.49,
4/12/2007,7.72,0.38,8854.6,32.34,49.86,3.44,195.75,15385,4.06,119,104.71,1210.5,60.78,0.29,3829.2,712.35,1.52,42.55,66.41,47.7,0.7,9235.8,9087.9,918.86,146.69,3.67,0.36,1448.6,1.37,,3.75,12.67,3.48,6.15,64.89,1.49,
4/13/2007,7.71,0.38,8890.8,32.42,50.07,3.44,174.87,15441,4.07,119.23,105.08,1213.6,60.78,0.29,3844.4,712.35,1.52,42.37,66.64,47.8,0.7,9262.6,9080.5,918.26,146.94,3.67,0.36,1449.7,1.37,,3.75,,3.5,6.17,65.15,1.5,
4/16/2007,7.72,0.38,8867.1,32.2,50.03,3.45,174.87,15426,4.05,119.76,105.77,1215,60.68,0.29,3845,712.35,1.51,41.78,66.74,47.65,0.7,9273,9107.4,921.68,146.83,3.67,0.36,1455.3,1.35,,3.75,12.67,3.5,6.17,65.18,1.49,
4/17/2007,7.72,0.38,8858.4,32.49,49.9,3.43,198,15409,4.06,118.95,105.56,1212.6,60.66,0.29,3832.3,712.35,1.51,41.85,66.61,47.42,0.7,9254.5,9074.8,919.68,146.62,3.67,0.36,1449.8,1.34,,3.75,12.67,3.48,6.16,64.9,1.49,
4/18/2007,7.71,0.38,8875.8,32.3,49.99,3.42,174.87,15415,4.06,118.45,105.79,1212,60.64,0.29,3839,712.35,1.51,41.83,66.76,47.43,0.7,9254.1,9065.2,916.07,147.02,3.67,0.36,1448.5,1.34,,3.75,12.67,3.49,6.16,65.05,1.49,
4/19/2007,7.71,0.38,8855.9,32.14,49.88,3.42,198.05,15414,4.07,118.25,105.9,1211.7,60.76,0.29,3830,712.35,1.51,42.08,66.71,47.3,0.7,9252.7,9072.9,926.26,146.14,3.67,0.36,1445.3,1.34,,3.75,12.67,3.48,6.16,64.9,1.49,
4/20/2007,7.71,0.38,8880.4,32.46,50.02,3.42,198.15,15424,4.07,118.66,105.81,1213.6,60.62,0.29,3841.3,712.35,1.51,41.52,66.94,47.41,0.7,9267.4,9097.3,927.3,145.96,3.67,0.36,1450.4,1.33,,3.75,12.68,3.5,6.17,64.08,1.49,
4/23/2007,7.71,0.38,8869.2,32.45,49.9,3.42,198,15411,4.06,118.57,109.5,1211.8,60.62,0.29,3833.1,712.35,1.51,41.58,66.77,47.3,0.7,9244.1,9078.2,925.01,145.75,3.67,0.38,1511.2,1.33,,3.75,12.68,3.64,6.16,63.43,1.49,
4/24/2007,7.72,0.38,8857.1,32.19,49.83,3.42,198.05,15394,4.06,118.48,105.42,1210.6,60.73,0.29,3823,712.35,1.51,41.01,66.7,47.43,0.7,9234.2,9073.1,925.17,145.36,3.67,0.36,1447.1,1.33,,3.75,12.67,3.48,6.15,63.34,1.49,
4/25/2007,7.71,0.38,8891.6,32.07,50.04,3.42,174.87,15435,4,118.68,106.04,1211.1,60.65,0.29,3843.2,712.35,1.51,40.85,67.12,47.33,0.7,9253.5,9070.2,926.14,145.91,3.67,0.36,1453.8,1.32,,3.75,12.68,3.5,6.17,63.59,1.49,
4/26/2007,7.72,0.38,8900.2,32.19,50.07,3.42,198,15437,4.02,119.53,106.14,1211.7,60.68,0.29,3834.9,712.35,1.52,40.73,67.11,47.19,0.7,9258.3,9074.2,927.63,145.33,3.67,0.36,1455.1,1.33,,3.75,12.68,3.5,6.17,63.68,1.5,
4/27/2007,7.71,0.38,8875.3,32.75,49.93,3.41,174.87,15446,4.01,119.48,105.75,1212.1,60.2,0.29,3824.3,712.35,1.52,40.72,66.92,47.3,0.7,9260.6,9031,926.16,144.77,3.67,0.36,1446.6,1.33,,3.75,,3.49,6.17,63.47,1.49,
4/30/2007,7.7,0.38,8860.5,32.3,49.85,3.42,174.87,15430,4.02,119.36,106.35,1211,60.68,0.29,3817.9,712.35,1.52,40.97,66.86,47.27,0.7,9249.5,9102.2,930.55,144.79,3.67,0.36,1445.9,1.36,,3.75,12.68,3.49,6.16,61.87,1.49,
5/1/2007,7.7,0.38,8895.3,32.6,50.04,3.28,198.05,15440,4.03,119.8,106.63,1211.7,60.63,0.29,3832.9,712.35,1.52,41.11,67.04,47.32,0.7,9254.9,9067.2,891.62,145.08,3.67,0.36,1449.8,1.36,,3.75,12.68,3.5,6.17,62.11,1.5,
5/2/2007,7.7,0.38,8867.6,32.39,49.89,3.42,174.87,15418,4.07,120.16,106.42,1210.2,60.61,0.29,3825.6,712.35,1.53,40.98,66.92,47.33,0.7,9238.7,9067.8,929.83,144.87,3.67,0.36,1446.9,1.35,,3.75,12.68,3.49,6.16,61.99,1.5,
